"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PCB",0.011365539391565,0.30208178873624,0.171,0.19,1
"galla-1",0.0115317861423541,0.255825885238819,0.11,0.1,1
"lid",0.0133725763066915,0.251239998827849,0.147,0.137,1
"Cys",0.0135541747759791,0.324976663911441,0.104,0.095,1
"Cngl",0.0145871197067792,0.257844887568072,0.127,0.117,1
"CG5521",0.0225848392296683,0.325815532336164,0.108,0.1,1
"CG16700",0.0282277578513289,0.298004197786163,0.154,0.147,1
"Ac13E",0.028763786353156,0.263199009720366,0.12,0.112,1
"DIP2",0.029015123308805,0.32171615128907,0.127,0.119,1
"AdamTS-A",0.0339709520484716,0.324718060963247,0.131,0.144,1
"raptor",0.0369082602898662,0.306179635923089,0.106,0.098,1
"mnb",0.0387914599223845,-0.272509669999205,0.334,0.328,1
"Hasp",0.0411036156354668,0.33386139354994,0.1,0.093,1
"trol",0.0458552665957104,0.37385248188118,0.204,0.197,1
"Uhg4",0.0515154182262562,0.269633519872032,0.133,0.126,1
"Galphas",0.0525118197051675,0.327386869369158,0.106,0.1,1
"CG34376",0.0543134651654774,-0.312692442108184,0.114,0.121,1
"apolpp",0.0547947686296549,0.678145282048928,0.506,0.512,1
"Shaw",0.0566165332590346,0.268336102204192,0.103,0.096,1
"Pak3",0.0690781039329007,0.257944175606584,0.109,0.103,1
"pbl",0.0830271616057562,-0.312775325620061,0.103,0.108,1
"CG34166",0.0896429162263055,0.646216642433465,0.149,0.144,1
"Mp20",0.0908005080353394,0.316061764004122,0.128,0.137,1
"lncRNA:roX1",0.148243857919708,0.30698742535515,0.24,0.237,1
"IM2",0.150254225849921,-0.405648825767911,0.115,0.11,1
"LpR1",0.160505525604055,0.258343756009518,0.216,0.212,1
"Tis11",0.169960770104084,-0.507896351852968,0.213,0.215,1
"Dyb",0.181626685703406,0.305943517249398,0.109,0.105,1
"Nost",0.217832948476806,0.319014500924055,0.232,0.232,1
"AcCoAS",0.296249211021377,0.552490335721537,0.135,0.134,1
"CG4991",0.538285918371506,0.28182465635691,0.104,0.103,1
"CG15628",0.636377495045904,0.378962757597689,0.118,0.118,1
"CG15067",0.656325413591539,-0.307208902305773,0.143,0.147,1
"CG10365",0.692901897545227,0.25499598552511,0.424,0.44,1
"CG17108",0.787410588183988,0.400700227693284,0.171,0.176,1
"CG45002",0.923231416178345,0.299179854014506,0.108,0.109,1
"ssp7",0.923304262294995,0.660699677027793,0.111,0.116,1
