"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Jon99Cii",0,-2.66391894909888,0.171,0.665,0
"LysD",0,-2.67930403752548,0.126,0.554,0
"Cp36",0,-1.9456211488538,0.162,0.502,0
"CG12374",0,-2.8689062367666,0.07,0.407,0
"Cp19",0,-1.71838022553949,0.204,0.512,0
"lncRNA:alphagamma-element:CR32865",0,-2.86650763737341,0.227,0.518,0
"Cp15",0,-1.16550234402332,0.567,0.85,0
"Hsp26",0,-1.43595010762124,0.288,0.56,0
"Hsp70Bc",0,-3.14764930388386,0.083,0.348,0
"Hr38",0,-1.81171286274664,0.146,0.384,0
"Vm26Aa",0,-1.06600211539555,0.391,0.629,0
"CG4291",0,5.56137742183421,0.243,0.009,0
"CG5830",0,1.57295704593433,0.512,0.283,0
"stv",0,-1.58752000762337,0.461,0.688,0
"RpL41",0,-0.926085982156691,0.52,0.737,0
"CG15309",0,-2.38831516990676,0.065,0.282,0
"Cp38",0,-1.78965208315703,0.109,0.322,0
"Jon99Fi",0,-2.18400596715964,0.065,0.261,0
"mwh",0,-2.63721463536236,0.046,0.238,0
"Jon25Biii",0,-4.67500373342205,0.008,0.193,0
"CG10077",0,1.06084278950964,0.731,0.55,0
"CG11911",0,-3.42856856891289,0.02,0.2,0
"Jon99Fii",0,-3.79308902681391,0.012,0.156,0
"Yp2",3.05525530074341e-301,-0.943163156317403,0.479,0.688,3.83037357054202e-297
"Hsp70Ab",4.5004732950195e-301,-1.84120903975212,0.141,0.327,5.64224336996595e-297
"RpLP1",2.33115989650824e-297,-1.05596851951946,0.353,0.572,2.92257516225238e-293
"LysB",5.038108190115e-278,-2.4712628491059,0.027,0.147,6.31627623794718e-274
"DnaJ-1",5.68625055423494e-270,-1.29147584893038,0.247,0.449,7.12885231984434e-266
"Hsp70Bb",4.32891811625939e-251,-2.43758438127623,0.059,0.194,5.4271646423544e-247
"Yp1",1.33208867844275e-239,-0.794312762471337,0.622,0.789,1.67003957616368e-235
"Bace",3.25022728539382e-231,-1.51654844057794,0.084,0.231,4.07480994769823e-227
"REPTOR",3.52812454945364e-227,-0.888917794774633,0.475,0.651,4.42320974765003e-223
"CG10472",7.39272561462569e-227,-1.54552860741834,0.083,0.227,9.26826010305623e-223
"Jon65Aiv",1.30988052898348e-214,-0.903669030456138,0.324,0.515,1.64219721918658e-210
"Nmdmc",1.71172203110447e-214,-3.70026516069344,0.028,0.126,2.14598591039567e-210
"CG43134",6.03855266437921e-213,-1.30413396704906,0.134,0.294,7.57053347533222e-209
"Yp3",4.11116828833299e-209,-0.581456554154239,0.61,0.77,5.15417168308307e-205
"CG5399",8.05420907177918e-209,1.65117328528099,0.252,0.09,1.00975619132896e-204
"Hsp27",7.78906609616343e-206,-1.25955737565803,0.242,0.414,9.76515216476009e-202
"Octalpha2R",8.07897518279954e-205,-1.28391178901156,0.167,0.331,1.01286111866758e-200
"RpS2",1.77886464654992e-201,-0.862973369809612,0.399,0.576,2.23016260737963e-197
"betaTry",1.79653389396596e-200,1.36153411042451,0.315,0.142,2.25231454286513e-196
"yip7",3.04552970759588e-196,-0.907529822648554,0.292,0.475,3.81818059441295e-192
"Jon99Ciii",7.60625155254529e-195,-1.69468162730707,0.058,0.175,9.53595757142603e-191
"Cp16",3.58783456560151e-194,-1.31045731742425,0.115,0.261,4.49806819489461e-190
"sr",6.03333236939901e-191,-1.70831692921857,0.079,0.207,7.56398879151554e-187
"Cp18",2.9215423540336e-186,-1.1802772782605,0.158,0.316,3.66273764925193e-182
"MFS17",8.41521907574656e-182,0.595111517049019,0.741,0.647,1.05501601552635e-177
"RpLP2",2.04470612897857e-179,-0.618760975559659,0.588,0.748,2.56344807390043e-175
"Hsp83",5.46524554066146e-178,-0.889048325602498,0.456,0.597,6.85177833432727e-174
"CG17571",8.33238014445056e-178,-1.98825182793359,0.032,0.125,1.04463049870977e-173
"RpL37a",6.85191638317338e-170,-0.83994223571802,0.342,0.508,8.59024756958447e-166
"Vm34Ca",3.23586995726782e-165,-0.627100526839271,0.57,0.718,4.05681016542667e-161
"Hsp68",5.61443887777118e-164,-1.34974122362929,0.12,0.252,7.03882202106173e-160
"Hsp23",1.15014037502144e-160,-1.74031110419687,0.065,0.172,1.44193098816438e-156
"RpS29",1.79849809670607e-159,-0.818696983716173,0.321,0.483,2.2547770638404e-155
"fabp",4.15191973371516e-159,-1.22677548597367,0.111,0.239,5.2052617701587e-155
"GstD1",3.8868743298789e-157,-1.03038281690586,0.305,0.456,4.87297434736917e-153
"mew",6.50783869612033e-155,2.1039436093636,0.322,0.183,8.15887737332606e-151
"Vm26Ab",1.74465733128779e-153,-0.845069258316996,0.312,0.471,2.1872768962355e-149
"RpS16",3.8694662511666e-149,-0.690745552116375,0.436,0.59,4.85114983908756e-145
"eEF1alpha1",2.41527773676907e-148,-0.451390405024656,0.751,0.851,3.02803369858738e-144
"Trim9",6.0725940666555e-148,2.6243763946111,0.171,0.058,7.613211181366e-144
"CG5966",3.97808488193448e-144,-2.84679574856834,0.028,0.105,4.98732501648125e-140
"RpL27",5.78799487083398e-144,-0.734646786520821,0.364,0.519,7.25640916956456e-140
"RpL14",2.54323792563575e-143,-0.72473716044232,0.404,0.554,3.18845738736954e-139
"Thor",7.69473143215063e-143,1.4576959416679,0.485,0.345,9.64688479648724e-139
"Shrm",5.80937954766833e-142,1.2787694162421,0.294,0.157,7.28321913891178e-138
"RpS27",1.09221389800343e-137,-0.738853788037106,0.37,0.517,1.3693085639269e-133
"Lip4",1.32833194671214e-137,-2.70878747675112,0.032,0.107,1.66532976159301e-133
"RpL36A",2.96792123684906e-132,-0.73716383792166,0.324,0.472,3.72088285463767e-128
"CG15617",5.16984869901417e-131,2.8516919948361,0.122,0.03,6.48143931395406e-127
"RpL37A",1.20684588384743e-130,-0.868686519751151,0.226,0.365,1.51302268457952e-126
"RpL27A",1.28406715558884e-129,-0.569745198993455,0.556,0.684,1.60983499296173e-125
"rdgA",2.86876423403938e-125,0.836385588066908,0.729,0.673,3.59656972021517e-121
"CG45080",4.26564698396411e-122,-0.782482076354536,0.273,0.412,5.3478416237958e-118
"RpS8",4.8048696714927e-120,-0.570463284768691,0.545,0.671,6.0238651071504e-116
"RpS10b",4.93352160492294e-119,-0.651352134969935,0.395,0.534,6.18515603609189e-115
"Mthfs",6.13164502285114e-119,2.5219212501122,0.128,0.038,7.68724336514847e-115
"CG13323",6.77008879276006e-118,1.56527552276654,0.149,0.051,8.48766031948329e-114
"RpL18A",1.46461110640154e-114,-0.606976100755154,0.421,0.557,1.83618294409561e-110
"RpS27A",2.64853904344702e-113,-0.550825040756862,0.543,0.656,3.32047339876953e-109
"RpS15",3.24051313695185e-113,-0.58678187858009,0.439,0.575,4.06263131979654e-109
"RpS28b",8.09079170760427e-112,-0.749838634800924,0.271,0.403,1.01434255638235e-107
"mt:CoIII",4.09026753975993e-110,-0.536272800617129,0.544,0.679,5.12796841459702e-106
"Rel",7.22590480314212e-108,-1.96001447159379,0.049,0.124,9.05911685169927e-104
"kst",1.07212294928061e-107,2.04358347474413,0.225,0.119,1.3441205415131e-103
"CG11791",1.09379692719005e-106,-0.886244593189926,0.252,0.372,1.37129320761816e-102
"RpS26",2.48947173045869e-104,-0.684243240706846,0.314,0.442,3.12105070847606e-100
"ATP8B",9.14305629730523e-104,1.1591544412843,0.286,0.169,1.14626496799316e-99
"RpL26",3.29576550696141e-103,-0.562743294187429,0.471,0.599,4.13190121607752e-99
"dlp",2.84190554656733e-102,2.38262815041466,0.128,0.045,3.56289698373146e-98
"Ttd14",1.57513578948438e-101,0.867507581232037,0.587,0.486,1.97474773927656e-97
"CG32425",3.47944273833175e-101,-0.866425524120765,0.246,0.358,4.36217736104651e-97
"Eip75B",3.63451069485277e-101,-0.489244298432554,0.604,0.701,4.55658605813692e-97
"RpS18",6.39703807871475e-101,-0.561212137013997,0.467,0.591,8.01996663928469e-97
"mt:ATPase6",3.96619977464333e-98,-0.581771851189166,0.421,0.555,4.97242465747034e-94
"eEF5",7.2275445482072e-98,-0.725108445874742,0.258,0.381,9.06117260008737e-94
"SCAP",2.24949955782437e-97,0.902653536483196,0.345,0.226,2.82019759564442e-93
"RpS20",2.9716996568992e-97,-0.617962799840072,0.382,0.505,3.72561985985453e-93
"fog",3.36472557943814e-97,1.73976129851806,0.265,0.163,4.21835645894159e-93
"CG17633",5.05233271361748e-97,-1.34654937689245,0.049,0.122,6.33410952306223e-93
"RpL12",1.23738452411173e-96,-0.590260519477666,0.414,0.538,1.55130897787888e-92
"RpL7",1.19086703610595e-95,-0.587255613428278,0.395,0.521,1.49299000316603e-91
"rols",2.03396263605155e-95,2.0967636770038,0.111,0.036,2.54997895681782e-91
"RpS5b",2.85103921745607e-95,-0.924331861724791,0.124,0.224,3.57434786692468e-91
"RpS12",3.58183944632971e-95,-0.548242127677821,0.475,0.593,4.49055211386356e-91
"zip",4.73392636020683e-95,1.34302162240565,0.366,0.262,5.9349234777913e-91
"RpS24",8.44765391809995e-95,-0.735676218103383,0.248,0.368,1.05908237171219e-90
"RpL35A",1.73861520497685e-94,-0.609064921550184,0.387,0.509,2.17970188247947e-90
"RpL10Ab",1.87161345986376e-91,-0.548582703726788,0.417,0.537,2.3464417946312e-87
"dhd",1.02353760249117e-89,-0.654368964311199,0.275,0.397,1.28320909224318e-85
"Cyt-c-p",3.29833297414651e-89,-0.55225711316727,0.314,0.432,4.13512004968748e-85
"lncRNA:CR43836",8.81857886296066e-89,0.958252905934315,0.378,0.275,1.10558523204938e-84
"alphaTry",2.45093192738032e-88,-0.591947289263923,0.31,0.432,3.07273335735671e-84
"RpS11",7.26056833400356e-88,-0.546518092909748,0.455,0.568,9.10257452034026e-84
"RpS21",1.11848883508187e-87,-0.641820382960769,0.34,0.459,1.40224945254214e-83
"mt:CoII",4.09766431087625e-87,-0.464674091798058,0.442,0.572,5.13724174654555e-83
"RpL13A",4.24630063642722e-87,-0.488940816062753,0.5,0.614,5.32358710788881e-83
"Atet",7.97604340473403e-87,-0.796473706986398,0.183,0.289,9.99956561651506e-83
"CG9005",3.35881087507843e-86,-0.517570979523118,0.547,0.654,4.21094119408583e-82
"sta",2.27126245928297e-85,-0.497802125852645,0.531,0.645,2.84748174520306e-81
"RpS9",8.71810254730588e-85,-0.49315439805014,0.506,0.615,1.09298851635574e-80
"Lsd-1",1.84193328320324e-84,-2.06720618233029,0.077,0.15,2.3092317571519e-80
"RpS15Aa",3.04332420966161e-83,-0.627483067017968,0.296,0.409,3.81541556165277e-79
"RpS3",4.73501480418153e-83,-0.588893230282663,0.362,0.477,5.93628806000239e-79
"RpL7A",5.10343575688694e-82,-0.518786558494758,0.433,0.547,6.39817740840915e-78
"Mcad",5.50059356650472e-82,-1.20729861437376,0.075,0.15,6.89609415432696e-78
"RpL28",5.48825321371874e-81,-0.481678325808134,0.51,0.617,6.88062305403919e-77
"RpLP0",2.10356171697942e-80,-0.523801065918136,0.395,0.511,2.6372353245771e-76
"RpL23",6.78339972751271e-80,-0.471130483416554,0.529,0.636,8.50434823838268e-76
"CG5958",8.99177509269183e-80,-1.67913162127659,0.067,0.135,1.12729884337077e-75
"RpS7",2.10302343620758e-79,-0.497016987843515,0.476,0.586,2.63656048197344e-75
"Tm1",2.08215331658474e-78,0.395577942215065,0.724,0.652,2.61039561300229e-74
"Dscam1",4.18720606302695e-78,1.12376100290165,0.189,0.101,5.24950024121688e-74
"Cyt-b5-r",1.38264284963077e-77,2.27623308775455,0.108,0.041,1.7334193405821e-73
"p130CAS",5.78544003493154e-77,1.3998420640067,0.133,0.057,7.25320617179367e-73
"Dys",3.07320885316987e-75,1.06250512545838,0.455,0.375,3.85288193921906e-71
"hdc",1.20398703358395e-74,1.07010670760402,0.41,0.315,1.5094385440042e-70
"RpL39",1.26891745335495e-74,-0.508851829220996,0.388,0.5,1.5908418112711e-70
"RpL38",2.38829352871528e-74,-0.63103255443509,0.22,0.325,2.99420359695035e-70
"IM4",4.28336082163219e-74,0.721159186523803,0.165,0.085,5.37004946208027e-70
"awd",1.9359757352035e-73,-0.58223611310402,0.335,0.442,2.42713277922463e-69
"lncRNA:CR45054",1.36524690409801e-72,-0.28667340184444,0.773,0.838,1.71161004366767e-68
"RpL23A",1.03213152578133e-71,-0.50719639954549,0.39,0.499,1.29398329387206e-67
"RpS4",1.16076914879438e-71,-0.454279842329527,0.511,0.613,1.45525628184351e-67
"PRL-1",1.52840112228714e-71,-0.869605288307938,0.17,0.261,1.91615648701139e-67
"Lsd-2",2.27367178461487e-71,-1.39101467267547,0.277,0.369,2.85050231637166e-67
"AP-1gamma",7.63974080289774e-71,0.874909385717612,0.344,0.248,9.5779430445929e-67
"RpL18",9.08385222369228e-71,-0.526906773567876,0.386,0.49,1.1388425532843e-66
"Fer1HCH",1.4985838334106e-70,-0.808601967307901,0.337,0.431,1.87877455194687e-66
"CG12769",1.17520912089832e-69,-0.998748465255721,0.083,0.155,1.47335967487022e-65
"CG32982",1.5333757900304e-69,0.758953343170847,0.356,0.256,1.92239322796112e-65
"CG7720",1.72564179501707e-69,0.606246075052646,0.63,0.582,2.1634371184129e-65
"whd",5.20316418776513e-69,-0.617707420275775,0.208,0.307,6.52320694220114e-65
"Msp300",6.85225510453053e-69,0.376107843506774,0.862,0.832,8.59067222454992e-65
"RpL31",7.25939265286835e-69,-0.519637883507316,0.383,0.488,9.10110056890105e-65
"zfh2",9.3425561646572e-69,1.18452614849853,0.151,0.075,1.17127626636307e-64
"CG14645",1.66022193948477e-68,0.67987112187137,0.397,0.291,2.08142024553205e-64
"aop",3.24361846667802e-68,-0.6070785287201,0.283,0.379,4.06652447167424e-64
"Rdh",9.90989413412384e-68,-0.744081216760984,0.13,0.215,1.24240342759511e-63
"CG6767",2.24404498024354e-67,0.641985140195522,0.618,0.53,2.81335919173133e-63
"RpL36",2.57916465766106e-67,-0.43920853592786,0.456,0.56,3.23349873130967e-63
"RpL19",2.66813472410638e-67,-0.424063167395793,0.506,0.608,3.34504050361217e-63
"CG12116",4.20413145377449e-67,-1.48542369797771,0.075,0.139,5.27071960359708e-63
"cdc14",5.56896437747465e-67,-0.637428032423656,0.16,0.251,6.98181064003997e-63
"RpL30",2.67094769730369e-66,-0.879986892342885,0.124,0.205,3.34856712810963e-62
"RpS14a",3.11196910307273e-66,-0.68460232941299,0.232,0.329,3.90147566452228e-62
"RpL34b",1.52169497977561e-65,-0.5581133508464,0.352,0.452,1.90774899614468e-61
"RpL24",6.89555002985217e-65,-0.439608482870791,0.483,0.584,8.64495107242567e-61
"RpS25",4.52037279831059e-64,-0.417383072771766,0.492,0.593,5.66719137724198e-60
"CG42346",7.12521097673935e-64,0.990113284114387,0.184,0.105,8.93287700153812e-60
"Mnt",1.06302883097015e-63,-0.39008674472174,0.502,0.597,1.33271924538728e-59
"CG14292",1.16577979473941e-63,1.23460823793121,0.116,0.051,1.4615381286648e-59
"RpS17",1.19487910778069e-63,-0.480595175003661,0.374,0.476,1.49801993742465e-59
"CG10011",1.3988913074747e-63,1.5033370632246,0.219,0.139,1.75379003218103e-59
"CG32264",7.12064150666084e-63,0.475028610463183,0.662,0.579,8.92714825690069e-59
"Tctp",7.42672995978796e-63,-0.634142334963591,0.237,0.331,9.31089135058616e-59
"RpS23",1.37603468661576e-62,-0.449813521608872,0.473,0.572,1.72513468661018e-58
"Xrp1",2.15719922689144e-62,0.518075807818855,0.636,0.578,2.70448067075379e-58
"RpL8",2.19608653361117e-61,-0.410804184578093,0.498,0.596,2.75323368718832e-57
"Sema1b",2.40072704898615e-61,1.23263806471813,0.24,0.159,3.00979150131394e-57
"w",3.40959430146973e-61,-1.33776267332849,0.155,0.233,4.2746083757526e-57
"Usp2",2.27900354701883e-60,0.544016559090136,0.624,0.538,2.85718674689751e-56
"Lpin",3.15875774119913e-60,-0.446057443317635,0.324,0.421,3.96013458014135e-56
"mino",4.9484344603435e-60,-1.21019710281558,0.083,0.147,6.20385228293264e-56
"Ca-Ma2d",1.72659170119131e-59,-0.919080957343284,0.077,0.142,2.16462801578355e-55
"Piezo",4.26263200766323e-59,-0.887346247398098,0.157,0.235,5.34406174800739e-55
"Tsp42Ea",4.31988821666955e-59,1.5623859106715,0.105,0.046,5.41584385723862e-55
"wake",4.68152311145288e-59,1.43445544020687,0.143,0.076,5.86922552482848e-55
"Vm32E",5.90113750022706e-59,-0.850998411660145,0.105,0.177,7.39825608403466e-55
"RpL40",7.21406827620946e-59,-0.569978162478146,0.269,0.363,9.04427739788379e-55
"Cyp1",7.35864448762881e-59,-0.591871693639059,0.313,0.405,9.22553259414024e-55
"RpL32",9.81791441705799e-59,-0.404180184710962,0.469,0.565,1.23087193046656e-54
"fok",1.11699504643087e-58,1.01544946441048,0.222,0.142,1.40037668971038e-54
"subdued",3.67230862990978e-58,-0.737822909837298,0.089,0.158,4.60397332931789e-54
"Rgk1",6.62505541493956e-58,-1.66118790786914,0.063,0.12,8.30583197370972e-54
"CG16791",8.55143312796257e-58,0.785814584371241,0.431,0.35,1.07209317125267e-53
"ScsbetaA",1.02202464751168e-57,-0.770996283828836,0.156,0.234,1.28131230058539e-53
"whe",1.58166682160859e-57,-0.554673972274145,0.245,0.338,1.98293569425069e-53
"CG34423",1.66656529031364e-57,0.904107398099198,0.234,0.152,2.08937290446621e-53
"Clk",3.81261874458583e-57,1.24465510334843,0.117,0.056,4.77988012008725e-53
"RpL17",1.01936109116785e-56,-0.383123758699259,0.514,0.607,1.27797299999714e-52
"RpL13",3.11700154811431e-56,-0.435916562236192,0.432,0.53,3.90778484087091e-52
"hdly",3.86547962695864e-56,1.65116256152146,0.142,0.076,4.84615180831805e-52
"shot",5.56774506054645e-56,0.427826531239398,0.755,0.729,6.98028198240709e-52
"RhoGAP18B",1.27456458923421e-55,1.05643877968741,0.206,0.132,1.59792162552293e-51
"CG41378",1.95369752451395e-55,0.436753316949764,0.597,0.545,2.44935058648314e-51
"CG43759",7.85184396223738e-55,0.909485158055643,0.208,0.133,9.843856775457e-51
"RpS13",2.25079895988103e-54,-0.458375783101124,0.389,0.482,2.82182665600285e-50
"mt:Cyt-b",5.63416662848116e-54,-0.478007584221085,0.329,0.426,7.06355470212682e-50
"l(1)G0469",7.55494430428542e-54,1.52568285454467,0.167,0.097,9.47163367428263e-50
"myo",1.73533413965731e-53,-0.509567040785737,0.335,0.426,2.17558841088836e-49
"Dad",1.99104042618125e-53,-0.71699897091895,0.192,0.273,2.49616738230343e-49
"fit",2.73435636519103e-53,-1.41770790687878,0.059,0.113,3.42806257504e-49
"DIP-alpha",2.76484979989215e-53,2.87447457922074,0.146,0.082,3.46629219412478e-49
"Map205",3.04589819786024e-53,0.689793380183559,0.263,0.18,3.81864257065738e-49
"Gmap",6.92865952699167e-53,1.34069444815274,0.203,0.132,8.68646044898946e-49
"RpL6",7.2439209063441e-53,-0.403966274144779,0.491,0.581,9.08170364028359e-49
"Acsl",1.6348450531662e-52,-0.9064454208402,0.241,0.31,2.04960524315446e-48
"cpo",2.10365828911523e-52,0.869270219050922,0.286,0.207,2.63735639706376e-48
"CG33170",3.11894773704863e-52,-0.656714360162527,0.156,0.233,3.91022477793786e-48
"RpL35",7.51210583531282e-52,-0.490804333075932,0.356,0.446,9.41792708573168e-48
"Cirl",7.54084280479355e-52,0.66879489990086,0.336,0.259,9.45395462436967e-48
"CG40191",1.14103014358534e-51,0.703418688533973,0.301,0.219,1.43050949101294e-47
"Wnt6",1.83242900745213e-51,-1.16399854641984,0.057,0.109,2.29731624664273e-47
"CG4461",2.48724188279535e-51,-0.74077715705663,0.084,0.146,3.11825514846053e-47
"ITP",2.86000089592646e-51,1.12294857719206,0.106,0.05,3.585583123223e-47
"Nacalpha",3.52579742436012e-51,-0.58568014702447,0.232,0.316,4.42029223092028e-47
"IM14",3.9079445814342e-51,0.613492519022051,0.104,0.049,4.89939012174405e-47
"shn",5.03713819775378e-51,-0.532330808514727,0.363,0.443,6.31506015852392e-47
"CG42747",7.0872488664446e-51,2.07843978456471,0.1,0.047,8.8852839038616e-47
"DAAM",7.99556452592675e-51,1.55214195928677,0.106,0.051,1.00240392461544e-46
"Dbp80",5.46203375142086e-50,0.286795196042372,0.732,0.714,6.84775171415633e-46
"RpS3A",1.32410191387695e-49,-0.374573840465517,0.479,0.569,1.66002656942753e-45
"Mtpbeta",2.40134247362007e-49,-0.760343785639289,0.061,0.115,3.01056305917748e-45
"ewg",3.71494563878957e-49,0.662716697574841,0.263,0.182,4.65742734735048e-45
"CG2852",8.72715588024744e-49,-0.642055765606125,0.199,0.277,1.09412353270662e-44
"IP3K2",1.4107596409887e-48,-2.0519589867233,0.108,0.161,1.76866936190753e-44
"baz",2.31322859173793e-48,0.716377296976436,0.187,0.118,2.90009468546185e-44
"RpS19a",9.9349092995632e-48,-0.421944642489134,0.361,0.45,1.24553957888624e-43
"HmgD",6.08983034525228e-46,-0.66858920458943,0.151,0.22,7.63482030384279e-42
"Lk6",6.25090642256756e-46,-0.337126424793841,0.721,0.781,7.83676138197295e-42
"sesB",9.42605216857491e-46,-0.341295680728778,0.453,0.541,1.18174416037424e-41
"LRR",1.26501464460248e-45,1.15198873357067,0.198,0.133,1.58594885993813e-41
"Cln7",4.67796077003966e-45,-0.967261159975897,0.06,0.11,5.86475941739872e-41
"CG11151",5.36212988773613e-45,-0.888826810453918,0.079,0.134,6.72250224025478e-41
"shg",6.29960965318282e-44,1.21677547347724,0.148,0.09,7.8978206221953e-40
"sba",1.36573979177425e-43,1.14829942585351,0.208,0.144,1.71222797694738e-39
"RpL21",1.77459898745009e-43,-0.36100744449416,0.454,0.539,2.22481475056618e-39
"CG3961",2.01819613739734e-43,-0.522834607913857,0.226,0.303,2.53021249745505e-39
"l(1)G0196",2.18976121035267e-43,0.54930074866995,0.371,0.299,2.74530362941914e-39
"CG4822",4.21435545192925e-43,-1.24194917951658,0.072,0.122,5.28353743008371e-39
"Lmpt",4.22966166154021e-43,0.504468137204547,0.467,0.395,5.30272682507296e-39
"Hsc70Cb",5.24347023669016e-43,-0.618064553928412,0.254,0.328,6.57373863573846e-39
"stx",9.04920124679321e-43,0.525606450704165,0.463,0.393,1.13449836031046e-38
"NK7.1",1.52661874973327e-42,0.730310128239094,0.245,0.174,1.91392192654061e-38
"Chchd2",1.63471816844844e-42,-0.256105286503463,0.362,0.451,2.04944616778381e-38
"Kr-h1",1.77270685985751e-42,0.444874595538268,0.493,0.42,2.22244259020336e-38
"sty",2.0515279050215e-42,-0.556865040403228,0.294,0.368,2.57200053452545e-38
"CG3764",2.25112051088506e-42,0.837914727052499,0.24,0.17,2.8222297844966e-38
"CanA1",3.0284859500123e-42,0.688985904080969,0.33,0.262,3.79681283553042e-38
"Sh3beta",3.45005557292149e-42,0.586382458831269,0.324,0.248,4.32533467177167e-38
"CG3036",3.6499660302975e-42,-0.524549449180477,0.167,0.238,4.57596241218398e-38
"CG1640",4.39244650285173e-42,-0.837897439044434,0.149,0.212,5.50681018062521e-38
"Npl4",4.96382540143016e-42,-0.603024325109239,0.211,0.283,6.223147905773e-38
"RpS6",5.66302670582503e-42,-0.398503881570599,0.379,0.461,7.09973658109283e-38
"CG12065",5.94926093447188e-42,1.17299739890393,0.125,0.071,7.45858843354739e-38
"cype",7.87571554324259e-42,-0.447281304492855,0.263,0.343,9.87378457656324e-38
"Swim",1.06444808631661e-41,0.760656220762185,0.121,0.066,1.33449856581513e-37
"Sema2b",2.25871338524339e-41,0.896753037845562,0.12,0.066,2.83174897107964e-37
"CG6175",5.40917706064588e-41,-0.672321290116494,0.074,0.125,6.78148528093174e-37
"Indy",5.86754844811772e-41,-0.97529209754481,0.108,0.163,7.35614548940519e-37
"lncRNA:CR42862",1.28511020926629e-40,0.25961033670725,0.892,0.879,1.61114266935714e-36
"lcs",1.29075890007227e-40,-0.523537139045141,0.222,0.296,1.6182244330206e-36
"CG13315",1.3313564184434e-40,-0.789739441035198,0.176,0.244,1.66912154180249e-36
"CG5023",1.6449502882453e-40,-1.08297145540281,0.103,0.159,2.06227417637313e-36
"bmm",1.72895214076541e-40,-0.891232587647858,0.122,0.181,2.1675872988776e-36
"msn",5.08484357258094e-40,0.48088584136977,0.425,0.357,6.37486838694473e-36
"RpL4",6.56918291810455e-40,-0.401185472178057,0.386,0.467,8.23578462442768e-36
"puc",7.63867216657738e-40,-0.451205559240658,0.4,0.477,9.57660329523806e-36
"peb",8.61302750238223e-40,0.862100091096166,0.108,0.057,1.07981525797366e-35
"Hph",8.66808599306345e-40,0.73453439594985,0.17,0.107,1.08671794095036e-35
"GlyP",1.31957017214024e-39,-0.627071913076033,0.135,0.196,1.65434512481222e-35
"CG32276",3.38977574835042e-39,-0.676568354828854,0.126,0.186,4.24976185570692e-35
"Syt7",6.18700681095312e-39,0.588026486260647,0.272,0.199,7.75665043889193e-35
"Socs36E",1.02920786741549e-38,0.961886201911418,0.234,0.173,1.29031790337879e-34
"Jabba",1.24250912312765e-38,-0.66940534261716,0.148,0.211,1.55773368766513e-34
"mtd",1.3826021131304e-38,0.338274662127814,0.657,0.615,1.73336826923159e-34
"amn",1.84415697417997e-38,-0.745553405335185,0.087,0.14,2.31201959852943e-34
"kek5",4.78302158725141e-38,0.687064135501501,0.329,0.268,5.99647416393709e-34
"vir-1",9.63212981526485e-38,-1.26764043976988,0.17,0.228,1.20758011493975e-33
"ATPsynC",1.09396635148183e-37,-0.282652655332092,0.494,0.576,1.37150561485277e-33
"CG13284",1.20524219579284e-37,0.951471830760796,0.134,0.081,1.51101214086548e-33
"kirre",1.93539332296223e-37,0.696338073460699,0.266,0.198,2.42640260899775e-33
"msi",2.12723739624979e-37,0.503799832118,0.378,0.313,2.66691752367836e-33
"Haspin",2.17062897231874e-37,0.450420606288029,0.325,0.25,2.721317542596e-33
"CG15043",4.76088458921072e-37,0.916321619106415,0.108,0.059,5.96872100949348e-33
"CG31038",5.47911306090269e-37,0.658864101101299,0.205,0.141,6.86916404445371e-33
"CycG",1.156041160057e-36,0.301248181183731,0.604,0.538,1.44932880236346e-32
"Ephrin",1.42783042294013e-36,-0.534015772005481,0.212,0.28,1.79007100124004e-32
"CG18067",3.78282831793491e-36,0.630528360231203,0.176,0.118,4.74253186219499e-32
"CG14207",4.99666075319232e-36,-0.435087211749848,0.215,0.284,6.26431358627722e-32
"Pfk",1.00498964418427e-35,0.737403501587754,0.337,0.279,1.25995551691381e-31
"lncRNA:CR44754",1.72380737787761e-35,0.746769931269281,0.253,0.193,2.16113730964516e-31
"Pebp1",2.10641618750159e-35,0.807769668087182,0.14,0.087,2.64081397427075e-31
"CG32647",3.56169990039834e-35,0.66128141505219,0.4,0.351,4.4653031651294e-31
"AGO2",3.61981243096609e-35,-0.702597197488842,0.091,0.142,4.53815884470219e-31
"apt",7.64605740976867e-35,0.838566892223546,0.125,0.075,9.58586217462699e-31
"clumsy",8.25381475890717e-35,-0.557979324398193,0.151,0.212,1.03478075632419e-30
"HnRNP-K",8.64483460723189e-35,0.522888180662912,0.265,0.198,1.08380291470866e-30
"Tao",9.98538447626671e-35,0.584798847131327,0.369,0.306,1.25186765178956e-30
"RpL9",1.62450394173352e-34,-0.334471211137994,0.45,0.524,2.03664059175132e-30
"Ythdc1",1.68881391543035e-34,0.688193683199125,0.17,0.113,2.11726600577502e-30
"Trx-2",1.8129252272778e-34,-0.638656555440715,0.117,0.172,2.27286435743817e-30
"InR",5.83678402950988e-34,0.602212470019347,0.551,0.513,7.31757613779654e-30
"Hsc70-4",5.83963329266006e-34,-0.37937440246117,0.364,0.432,7.32114825900791e-30
"SNF4Agamma",6.14343361007681e-34,0.288876206610214,0.781,0.752,7.70202271695329e-30
"Npc2a",6.41849709232026e-34,0.893092120413464,0.107,0.061,8.04686980464191e-30
